LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,PPP,TOT,NATUSD,A,2013,0.774784,
DEU,PPP,TOT,NATUSD,A,2014,0.768937,
DEU,PPP,TOT,NATUSD,A,2015,0.779323,
DEU,PPP,TOT,NATUSD,A,2016,0.780084,
GRC,PPP,TOT,NATUSD,A,1960,0.055736,
GRC,PPP,TOT,NATUSD,A,1961,0.043422,
GRC,PPP,TOT,NATUSD,A,1962,0.04444,
GRC,PPP,TOT,NATUSD,A,1963,0.044285,
GRC,PPP,TOT,NATUSD,A,1964,0.044987,
GRC,PPP,TOT,NATUSD,A,1965,0.045549,
GRC,PPP,TOT,NATUSD,A,1966,0.046179,
GRC,PPP,TOT,NATUSD,A,1967,0.045865,
GRC,PPP,TOT,NATUSD,A,1968,0.044384,
GRC,PPP,TOT,NATUSD,A,1969,0.043543,
GRC,PPP,TOT,NATUSD,A,1970,0.041948,
GRC,PPP,TOT,NATUSD,A,1971,0.041109,
GRC,PPP,TOT,NATUSD,A,1972,0.041391,
GRC,PPP,TOT,NATUSD,A,1973,0.047463,
GRC,PPP,TOT,NATUSD,A,1974,0.053472,
GRC,PPP,TOT,NATUSD,A,1975,0.055361,
GRC,PPP,TOT,NATUSD,A,1976,0.061105,
GRC,PPP,TOT,NATUSD,A,1977,0.06545,
GRC,PPP,TOT,NATUSD,A,1978,0.069588,
GRC,PPP,TOT,NATUSD,A,1979,0.077234,
GRC,PPP,TOT,NATUSD,A,1980,0.084475,
GRC,PPP,TOT,NATUSD,A,1981,0.09396,
GRC,PPP,TOT,NATUSD,A,1982,0.112547,
GRC,PPP,TOT,NATUSD,A,1983,0.130589,
GRC,PPP,TOT,NATUSD,A,1984,0.153756,
GRC,PPP,TOT,NATUSD,A,1985,0.177336,
GRC,PPP,TOT,NATUSD,A,1986,0.206651,
GRC,PPP,TOT,NATUSD,A,1987,0.232246,
GRC,PPP,TOT,NATUSD,A,1988,0.261818,
GRC,PPP,TOT,NATUSD,A,1989,0.28856,
GRC,PPP,TOT,NATUSD,A,1990,0.335841,
GRC,PPP,TOT,NATUSD,A,1991,0.389337,
GRC,PPP,TOT,NATUSD,A,1992,0.436993,
GRC,PPP,TOT,NATUSD,A,1993,0.488425,
GRC,PPP,TOT,NATUSD,A,1994,0.531724,
GRC,PPP,TOT,NATUSD,A,1995,0.571862,
GRC,PPP,TOT,NATUSD,A,1996,0.602289,
GRC,PPP,TOT,NATUSD,A,1997,0.627527,
GRC,PPP,TOT,NATUSD,A,1998,0.648455,
GRC,PPP,TOT,NATUSD,A,1999,0.67328,
GRC,PPP,TOT,NATUSD,A,2000,0.669787,
GRC,PPP,TOT,NATUSD,A,2001,0.667814,
GRC,PPP,TOT,NATUSD,A,2002,0.662967,
GRC,PPP,TOT,NATUSD,A,2003,0.685888,
GRC,PPP,TOT,NATUSD,A,2004,0.694898,
GRC,PPP,TOT,NATUSD,A,2005,0.708976,
GRC,PPP,TOT,NATUSD,A,2006,0.693084,
GRC,PPP,TOT,NATUSD,A,2007,0.719136,
GRC,PPP,TOT,NATUSD,A,2008,0.707951,
GRC,PPP,TOT,NATUSD,A,2009,0.704414,
GRC,PPP,TOT,NATUSD,A,2010,0.721331,
GRC,PPP,TOT,NATUSD,A,2011,0.713163,
GRC,PPP,TOT,NATUSD,A,2012,0.684663,
GRC,PPP,TOT,NATUSD,A,2013,0.631286,
GRC,PPP,TOT,NATUSD,A,2014,0.611135,
GRC,PPP,TOT,NATUSD,A,2015,0.610313,
GRC,PPP,TOT,NATUSD,A,2016,0.603981,
HUN,PPP,TOT,NATUSD,A,1991,30.121179,
HUN,PPP,TOT,NATUSD,A,1992,35.784277,
HUN,PPP,TOT,NATUSD,A,1993,42.390048,
HUN,PPP,TOT,NATUSD,A,1994,49.596832,
HUN,PPP,TOT,NATUSD,A,1995,61.571271,
HUN,PPP,TOT,NATUSD,A,1996,73.967653,
HUN,PPP,TOT,NATUSD,A,1997,87.431688,
HUN,PPP,TOT,NATUSD,A,1998,97.903872,
HUN,PPP,TOT,NATUSD,A,1999,104.545883,
HUN,PPP,TOT,NATUSD,A,2000,110.088885,
HUN,PPP,TOT,NATUSD,A,2001,114.297215,
HUN,PPP,TOT,NATUSD,A,2002,118.141282,
HUN,PPP,TOT,NATUSD,A,2003,122.155866,
HUN,PPP,TOT,NATUSD,A,2004,128.453063,
HUN,PPP,TOT,NATUSD,A,2005,130.929945,
HUN,PPP,TOT,NATUSD,A,2006,131.610018,
HUN,PPP,TOT,NATUSD,A,2007,134.219685,
HUN,PPP,TOT,NATUSD,A,2008,131.005355,
HUN,PPP,TOT,NATUSD,A,2009,127.687026,
HUN,PPP,TOT,NATUSD,A,2010,126.297617,
HUN,PPP,TOT,NATUSD,A,2011,124.271836,
HUN,PPP,TOT,NATUSD,A,2012,125.623608,
HUN,PPP,TOT,NATUSD,A,2013,124.979432,
HUN,PPP,TOT,NATUSD,A,2014,129.414974,
HUN,PPP,TOT,NATUSD,A,2015,133.364356,
HUN,PPP,TOT,NATUSD,A,2016,135.170478,
ISL,PPP,TOT,NATUSD,A,1960,0.26892,
ISL,PPP,TOT,NATUSD,A,1961,0.302795,
ISL,PPP,TOT,NATUSD,A,1962,0.327999,
ISL,PPP,TOT,NATUSD,A,1963,0.350185,
ISL,PPP,TOT,NATUSD,A,1964,0.399766,
ISL,PPP,TOT,NATUSD,A,1965,0.437986,
ISL,PPP,TOT,NATUSD,A,1966,0.467479,
ISL,PPP,TOT,NATUSD,A,1967,0.467026,
ISL,PPP,TOT,NATUSD,A,1968,0.506353,
ISL,PPP,TOT,NATUSD,A,1969,0.582016,
ISL,PPP,TOT,NATUSD,A,1970,0.588081,
ISL,PPP,TOT,NATUSD,A,1971,0.629919,
ISL,PPP,TOT,NATUSD,A,1972,0.71448,
ISL,PPP,TOT,NATUSD,A,1973,0.890755,
ISL,PPP,TOT,NATUSD,A,1974,1.125401,
ISL,PPP,TOT,NATUSD,A,1975,1.461244,
ISL,PPP,TOT,NATUSD,A,1976,1.838685,
ISL,PPP,TOT,NATUSD,A,1977,2.297529,
ISL,PPP,TOT,NATUSD,A,1978,3.139664,
ISL,PPP,TOT,NATUSD,A,1979,4.086341,
ISL,PPP,TOT,NATUSD,A,1980,5.715249,
ISL,PPP,TOT,NATUSD,A,1981,7.798254,
ISL,PPP,TOT,NATUSD,A,1982,11.281839,
ISL,PPP,TOT,NATUSD,A,1983,19.243469,
ISL,PPP,TOT,NATUSD,A,1984,23.5796,
ISL,PPP,TOT,NATUSD,A,1985,30.179384,
ISL,PPP,TOT,NATUSD,A,1986,36.855744,
ISL,PPP,TOT,NATUSD,A,1987,43.107375,
ISL,PPP,TOT,NATUSD,A,1988,51.284956,
ISL,PPP,TOT,NATUSD,A,1989,60.654743,
ISL,PPP,TOT,NATUSD,A,1990,67.365069,
ISL,PPP,TOT,NATUSD,A,1991,70.648832,
ISL,PPP,TOT,NATUSD,A,1992,71.456821,
ISL,PPP,TOT,NATUSD,A,1993,71.074746,
ISL,PPP,TOT,NATUSD,A,1994,71.405486,
ISL,PPP,TOT,NATUSD,A,1995,72.043325,
ISL,PPP,TOT,NATUSD,A,1996,74.231448,
ISL,PPP,TOT,NATUSD,A,1997,73.706075,
ISL,PPP,TOT,NATUSD,A,1998,76.726618,
ISL,PPP,TOT,NATUSD,A,1999,79.246596,
ISL,PPP,TOT,NATUSD,A,2000,84.735314,
ISL,PPP,TOT,NATUSD,A,2001,88.210611,
ISL,PPP,TOT,NATUSD,A,2002,91.105413,
ISL,PPP,TOT,NATUSD,A,2003,92.717248,
ISL,PPP,TOT,NATUSD,A,2004,93.338372,
ISL,PPP,TOT,NATUSD,A,2005,95.840665,
ISL,PPP,TOT,NATUSD,A,2006,101.725114,
ISL,PPP,TOT,NATUSD,A,2007,107.483265,
ISL,PPP,TOT,NATUSD,A,2008,114.527003,
ISL,PPP,TOT,NATUSD,A,2009,121.972811,
ISL,PPP,TOT,NATUSD,A,2010,132.762126,
ISL,PPP,TOT,NATUSD,A,2011,135.152004,
ISL,PPP,TOT,NATUSD,A,2012,136.96767,
ISL,PPP,TOT,NATUSD,A,2013,137.022617,
ISL,PPP,TOT,NATUSD,A,2014,138.547869,
ISL,PPP,TOT,NATUSD,A,2015,142.233544,
ISL,PPP,TOT,NATUSD,A,2016,144.105148,
IRL,PPP,TOT,NATUSD,A,1960,0.262773,
IRL,PPP,TOT,NATUSD,A,1961,0.26684,
IRL,PPP,TOT,NATUSD,A,1962,0.273612,
IRL,PPP,TOT,NATUSD,A,1963,0.276844,
IRL,PPP,TOT,NATUSD,A,1964,0.298238,
IRL,PPP,TOT,NATUSD,A,1965,0.303042,
IRL,PPP,TOT,NATUSD,A,1966,0.305829,
IRL,PPP,TOT,NATUSD,A,1967,0.306931,
IRL,PPP,TOT,NATUSD,A,1968,0.305099,
IRL,PPP,TOT,NATUSD,A,1969,0.316527,
IRL,PPP,TOT,NATUSD,A,1970,0.320299,
IRL,PPP,TOT,NATUSD,A,1971,0.336947,
IRL,PPP,TOT,NATUSD,A,1972,0.366194,
IRL,PPP,TOT,NATUSD,A,1973,0.400335,
IRL,PPP,TOT,NATUSD,A,1974,0.389699,
IRL,PPP,TOT,NATUSD,A,1975,0.428475,
IRL,PPP,TOT,NATUSD,A,1976,0.491571,
IRL,PPP,TOT,NATUSD,A,1977,0.524275,
IRL,PPP,TOT,NATUSD,A,1978,0.541447,
IRL,PPP,TOT,NATUSD,A,1979,0.568556,
IRL,PPP,TOT,NATUSD,A,1980,0.598211,
IRL,PPP,TOT,NATUSD,A,1981,0.642563,
IRL,PPP,TOT,NATUSD,A,1982,0.696885,
IRL,PPP,TOT,NATUSD,A,1983,0.742208,
IRL,PPP,TOT,NATUSD,A,1984,0.7625,
IRL,PPP,TOT,NATUSD,A,1985,0.777179,
IRL,PPP,TOT,NATUSD,A,1986,0.811705,
IRL,PPP,TOT,NATUSD,A,1987,0.808904,
IRL,PPP,TOT,NATUSD,A,1988,0.806914,
IRL,PPP,TOT,NATUSD,A,1989,0.819604,
IRL,PPP,TOT,NATUSD,A,1990,0.784604,
IRL,PPP,TOT,NATUSD,A,1991,0.773008,
IRL,PPP,TOT,NATUSD,A,1992,0.777034,
IRL,PPP,TOT,NATUSD,A,1993,0.798258,
IRL,PPP,TOT,NATUSD,A,1994,0.794869,
IRL,PPP,TOT,NATUSD,A,1995,0.802253,
IRL,PPP,TOT,NATUSD,A,1996,0.808556,
IRL,PPP,TOT,NATUSD,A,1997,0.834921,
IRL,PPP,TOT,NATUSD,A,1998,0.864073,
IRL,PPP,TOT,NATUSD,A,1999,0.913882,
IRL,PPP,TOT,NATUSD,A,2000,0.943968,
IRL,PPP,TOT,NATUSD,A,2001,0.968419,
IRL,PPP,TOT,NATUSD,A,2002,0.981997,
IRL,PPP,TOT,NATUSD,A,2003,1.005118,
IRL,PPP,TOT,NATUSD,A,2004,0.9917,
IRL,PPP,TOT,NATUSD,A,2005,1.011707,
IRL,PPP,TOT,NATUSD,A,2006,0.979121,
IRL,PPP,TOT,NATUSD,A,2007,0.958884,
IRL,PPP,TOT,NATUSD,A,2008,0.944447,
IRL,PPP,TOT,NATUSD,A,2009,0.901261,
IRL,PPP,TOT,NATUSD,A,2010,0.848743,
IRL,PPP,TOT,NATUSD,A,2011,0.831513,
IRL,PPP,TOT,NATUSD,A,2012,0.823072,
IRL,PPP,TOT,NATUSD,A,2013,0.811228,
IRL,PPP,TOT,NATUSD,A,2014,0.819041,
IRL,PPP,TOT,NATUSD,A,2015,0.812658,
IRL,PPP,TOT,NATUSD,A,2016,0.811739,
ITA,PPP,TOT,NATUSD,A,1960,0.161713,
ITA,PPP,TOT,NATUSD,A,1961,0.164611,
ITA,PPP,TOT,NATUSD,A,1962,0.170241,
ITA,PPP,TOT,NATUSD,A,1963,0.181974,
ITA,PPP,TOT,NATUSD,A,1964,0.190371,
ITA,PPP,TOT,NATUSD,A,1965,0.192968,
ITA,PPP,TOT,NATUSD,A,1966,0.190625,
ITA,PPP,TOT,NATUSD,A,1967,0.190447,
ITA,PPP,TOT,NATUSD,A,1968,0.184766,
ITA,PPP,TOT,NATUSD,A,1969,0.182795,
ITA,PPP,TOT,NATUSD,A,1970,0.187015,
ITA,PPP,TOT,NATUSD,A,1971,0.190754,
ITA,PPP,TOT,NATUSD,A,1972,0.193138,
ITA,PPP,TOT,NATUSD,A,1973,0.206503,
ITA,PPP,TOT,NATUSD,A,1974,0.227845,
ITA,PPP,TOT,NATUSD,A,1975,0.243947,
ITA,PPP,TOT,NATUSD,A,1976,0.271617,
ITA,PPP,TOT,NATUSD,A,1977,0.303009,
ITA,PPP,TOT,NATUSD,A,1978,0.322612,
ITA,PPP,TOT,NATUSD,A,1979,0.344054,
ITA,PPP,TOT,NATUSD,A,1980,0.381286,
ITA,PPP,TOT,NATUSD,A,1981,0.414244,
ITA,PPP,TOT,NATUSD,A,1982,0.458464,
ITA,PPP,TOT,NATUSD,A,1983,0.507634,
ITA,PPP,TOT,NATUSD,A,1984,0.542998,
ITA,PPP,TOT,NATUSD,A,1985,0.574436,
ITA,PPP,TOT,NATUSD,A,1986,0.605241,
ITA,PPP,TOT,NATUSD,A,1987,0.625649,
ITA,PPP,TOT,NATUSD,A,1988,0.644688,
ITA,PPP,TOT,NATUSD,A,1989,0.659019,
ITA,PPP,TOT,NATUSD,A,1990,0.69216,
ITA,PPP,TOT,NATUSD,A,1991,0.720648,
ITA,PPP,TOT,NATUSD,A,1992,0.735364,
ITA,PPP,TOT,NATUSD,A,1993,0.746186,
ITA,PPP,TOT,NATUSD,A,1994,0.75652,
ITA,PPP,TOT,NATUSD,A,1995,0.777563,
ITA,PPP,TOT,NATUSD,A,1996,0.798876,
ITA,PPP,TOT,NATUSD,A,1997,0.80466,
ITA,PPP,TOT,NATUSD,A,1998,0.800499,
ITA,PPP,TOT,NATUSD,A,1999,0.806447,
ITA,PPP,TOT,NATUSD,A,2000,0.805378,
ITA,PPP,TOT,NATUSD,A,2001,0.815496,
ITA,PPP,TOT,NATUSD,A,2002,0.823489,
ITA,PPP,TOT,NATUSD,A,2003,0.834445,
ITA,PPP,TOT,NATUSD,A,2004,0.852335,
ITA,PPP,TOT,NATUSD,A,2005,0.855139,
ITA,PPP,TOT,NATUSD,A,2006,0.823589,
ITA,PPP,TOT,NATUSD,A,2007,0.810304,
ITA,PPP,TOT,NATUSD,A,2008,0.783694,
ITA,PPP,TOT,NATUSD,A,2009,0.771303,
ITA,PPP,TOT,NATUSD,A,2010,0.772437,
ITA,PPP,TOT,NATUSD,A,2011,0.758687,
ITA,PPP,TOT,NATUSD,A,2012,0.747731,
ITA,PPP,TOT,NATUSD,A,2013,0.737299,
ITA,PPP,TOT,NATUSD,A,2014,0.739644,
ITA,PPP,TOT,NATUSD,A,2015,0.742693,
ITA,PPP,TOT,NATUSD,A,2016,0.7224,
JPN,PPP,TOT,NATUSD,A,1960,170.580543,
JPN,PPP,TOT,NATUSD,A,1961,182.091664,
JPN,PPP,TOT,NATUSD,A,1962,185.490474,
JPN,PPP,TOT,NATUSD,A,1963,192.886602,
JPN,PPP,TOT,NATUSD,A,1964,199.585633,
JPN,PPP,TOT,NATUSD,A,1965,204.136198,
JPN,PPP,TOT,NATUSD,A,1966,207.059861,
JPN,PPP,TOT,NATUSD,A,1967,212.340172,
JPN,PPP,TOT,NATUSD,A,1968,212.45396,
JPN,PPP,TOT,NATUSD,A,1969,210.960952,
JPN,PPP,TOT,NATUSD,A,1970,225.726313,
JPN,PPP,TOT,NATUSD,A,1971,225.755638,
JPN,PPP,TOT,NATUSD,A,1972,228.515018,
JPN,PPP,TOT,NATUSD,A,1973,244.256234,
JPN,PPP,TOT,NATUSD,A,1974,270.763246,
JPN,PPP,TOT,NATUSD,A,1975,265.59888,
JPN,PPP,TOT,NATUSD,A,1976,271.941056,
JPN,PPP,TOT,NATUSD,A,1977,273.339487,
JPN,PPP,TOT,NATUSD,A,1978,267.164992,
JPN,PPP,TOT,NATUSD,A,1979,253.580999,
JPN,PPP,TOT,NATUSD,A,1980,245.252509,
JPN,PPP,TOT,NATUSD,A,1981,231.480382,
JPN,PPP,TOT,NATUSD,A,1982,221.353264,
JPN,PPP,TOT,NATUSD,A,1983,214.892322,
JPN,PPP,TOT,NATUSD,A,1984,211.147001,
JPN,PPP,TOT,NATUSD,A,1985,206.657304,
JPN,PPP,TOT,NATUSD,A,1986,206.169343,
JPN,PPP,TOT,NATUSD,A,1987,200.82614,
JPN,PPP,TOT,NATUSD,A,1988,194.67811,
JPN,PPP,TOT,NATUSD,A,1989,191.564712,
JPN,PPP,TOT,NATUSD,A,1990,188.914632,
JPN,PPP,TOT,NATUSD,A,1991,187.593183,
JPN,PPP,TOT,NATUSD,A,1992,186.325113,
JPN,PPP,TOT,NATUSD,A,1993,182.79103,
JPN,PPP,TOT,NATUSD,A,1994,179.187956,
JPN,PPP,TOT,NATUSD,A,1995,174.590624,
JPN,PPP,TOT,NATUSD,A,1996,170.609356,
JPN,PPP,TOT,NATUSD,A,1997,168.582843,
JPN,PPP,TOT,NATUSD,A,1998,166.698271,
JPN,PPP,TOT,NATUSD,A,1999,162.03574,
JPN,PPP,TOT,NATUSD,A,2000,154.716829,
JPN,PPP,TOT,NATUSD,A,2001,149.598881,
JPN,PPP,TOT,NATUSD,A,2002,143.774205,
JPN,PPP,TOT,NATUSD,A,2003,139.530974,
JPN,PPP,TOT,NATUSD,A,2004,134.302114,
JPN,PPP,TOT,NATUSD,A,2005,129.551955,
JPN,PPP,TOT,NATUSD,A,2006,124.504043,
JPN,PPP,TOT,NATUSD,A,2007,120.391668,
JPN,PPP,TOT,NATUSD,A,2008,116.845814,
JPN,PPP,TOT,NATUSD,A,2009,115.170661,
JPN,PPP,TOT,NATUSD,A,2010,111.624069,
JPN,PPP,TOT,NATUSD,A,2011,107.454281,
JPN,PPP,TOT,NATUSD,A,2012,104.273972,
JPN,PPP,TOT,NATUSD,A,2013,101.302673,
JPN,PPP,TOT,NATUSD,A,2014,103.052076,
JPN,PPP,TOT,NATUSD,A,2015,102.762624,
JPN,PPP,TOT,NATUSD,A,2016,100.278969,
KOR,PPP,TOT,NATUSD,A,1970,143.162899,
KOR,PPP,TOT,NATUSD,A,1971,151.529353,
KOR,PPP,TOT,NATUSD,A,1972,168.179552,
KOR,PPP,TOT,NATUSD,A,1973,179.784168,
KOR,PPP,TOT,NATUSD,A,1974,215.390653,
KOR,PPP,TOT,NATUSD,A,1975,243.649165,
KOR,PPP,TOT,NATUSD,A,1976,280.154377,
KOR,PPP,TOT,NATUSD,A,1977,301.894363,
KOR,PPP,TOT,NATUSD,A,1978,344.063198,
KOR,PPP,TOT,NATUSD,A,1979,376.72456,
KOR,PPP,TOT,NATUSD,A,1980,430.6718,
KOR,PPP,TOT,NATUSD,A,1981,459.243824,
KOR,PPP,TOT,NATUSD,A,1982,460.418984,
KOR,PPP,TOT,NATUSD,A,1983,464.402529,
KOR,PPP,TOT,NATUSD,A,1984,468.318069,
KOR,PPP,TOT,NATUSD,A,1985,471.922633,
KOR,PPP,TOT,NATUSD,A,1986,485.514643,
KOR,PPP,TOT,NATUSD,A,1987,496.864504,
KOR,PPP,TOT,NATUSD,A,1988,514.170392,
KOR,PPP,TOT,NATUSD,A,1989,524.830433,
KOR,PPP,TOT,NATUSD,A,1990,557.269343,
KOR,PPP,TOT,NATUSD,A,1991,590.470351,
KOR,PPP,TOT,NATUSD,A,1992,622.011009,
KOR,PPP,TOT,NATUSD,A,1993,645.211194,
KOR,PPP,TOT,NATUSD,A,1994,682.95156,
KOR,PPP,TOT,NATUSD,A,1995,715.433259,
KOR,PPP,TOT,NATUSD,A,1996,732.505581,
KOR,PPP,TOT,NATUSD,A,1997,749.448748,
KOR,PPP,TOT,NATUSD,A,1998,775.632791,
KOR,PPP,TOT,NATUSD,A,1999,754.89297,
KOR,PPP,TOT,NATUSD,A,2000,747.230617,
KOR,PPP,TOT,NATUSD,A,2001,757.250769,
KOR,PPP,TOT,NATUSD,A,2002,769.77179,
KOR,PPP,TOT,NATUSD,A,2003,792.161314,
KOR,PPP,TOT,NATUSD,A,2004,793.968303,
KOR,PPP,TOT,NATUSD,A,2005,788.920135,
KOR,PPP,TOT,NATUSD,A,2006,772.192409,
KOR,PPP,TOT,NATUSD,A,2007,770.205904,
KOR,PPP,TOT,NATUSD,A,2008,785.717886,
KOR,PPP,TOT,NATUSD,A,2009,824.761218,
KOR,PPP,TOT,NATUSD,A,2010,840.569267,
KOR,PPP,TOT,NATUSD,A,2011,854.585723,
KOR,PPP,TOT,NATUSD,A,2012,854.887268,
KOR,PPP,TOT,NATUSD,A,2013,869.081422,
KOR,PPP,TOT,NATUSD,A,2014,871.878106,
KOR,PPP,TOT,NATUSD,A,2015,870.933468,
KOR,PPP,TOT,NATUSD,A,2016,874.628743,
LUX,PPP,TOT,NATUSD,A,1960,0.917326,
LUX,PPP,TOT,NATUSD,A,1961,0.875338,
LUX,PPP,TOT,NATUSD,A,1962,0.889061,
LUX,PPP,TOT,NATUSD,A,1963,0.903774,
LUX,PPP,TOT,NATUSD,A,1964,0.939595,
LUX,PPP,TOT,NATUSD,A,1965,0.939631,
LUX,PPP,TOT,NATUSD,A,1966,0.94362,
LUX,PPP,TOT,NATUSD,A,1967,0.921244,
LUX,PPP,TOT,NATUSD,A,1968,0.922572,
LUX,PPP,TOT,NATUSD,A,1969,0.92365,
LUX,PPP,TOT,NATUSD,A,1970,1.012474,
LUX,PPP,TOT,NATUSD,A,1971,0.955703,
LUX,PPP,TOT,NATUSD,A,1972,0.969073,
LUX,PPP,TOT,NATUSD,A,1973,1.031204,
LUX,PPP,TOT,NATUSD,A,1974,1.106878,
LUX,PPP,TOT,NATUSD,A,1975,1.00439,
LUX,PPP,TOT,NATUSD,A,1976,1.068437,
LUX,PPP,TOT,NATUSD,A,1977,1.017826,
LUX,PPP,TOT,NATUSD,A,1978,0.999839,
LUX,PPP,TOT,NATUSD,A,1979,0.982277,
LUX,PPP,TOT,NATUSD,A,1980,0.972391,
LUX,PPP,TOT,NATUSD,A,1981,0.953233,
LUX,PPP,TOT,NATUSD,A,1982,0.994588,
LUX,PPP,TOT,NATUSD,A,1983,1.022052,
LUX,PPP,TOT,NATUSD,A,1984,1.030533,
LUX,PPP,TOT,NATUSD,A,1985,1.029463,
LUX,PPP,TOT,NATUSD,A,1986,1.008258,
LUX,PPP,TOT,NATUSD,A,1987,0.983794,
LUX,PPP,TOT,NATUSD,A,1988,0.976908,
LUX,PPP,TOT,NATUSD,A,1989,0.978158,
LUX,PPP,TOT,NATUSD,A,1990,0.966973,
LUX,PPP,TOT,NATUSD,A,1991,0.952883,
LUX,PPP,TOT,NATUSD,A,1992,0.966387,
LUX,PPP,TOT,NATUSD,A,1993,1.000307,
LUX,PPP,TOT,NATUSD,A,1994,1.014159,
LUX,PPP,TOT,NATUSD,A,1995,0.974166,
LUX,PPP,TOT,NATUSD,A,1996,0.976151,
LUX,PPP,TOT,NATUSD,A,1997,0.974099,
LUX,PPP,TOT,NATUSD,A,1998,0.965199,
LUX,PPP,TOT,NATUSD,A,1999,0.95763,
LUX,PPP,TOT,NATUSD,A,2000,0.955872,
LUX,PPP,TOT,NATUSD,A,2001,0.962445,
LUX,PPP,TOT,NATUSD,A,2002,0.956996,
LUX,PPP,TOT,NATUSD,A,2003,0.965851,
LUX,PPP,TOT,NATUSD,A,2004,0.951735,
LUX,PPP,TOT,NATUSD,A,2005,0.946363,
LUX,PPP,TOT,NATUSD,A,2006,0.917524,
LUX,PPP,TOT,NATUSD,A,2007,0.922468,
LUX,PPP,TOT,NATUSD,A,2008,0.900045,
LUX,PPP,TOT,NATUSD,A,2009,0.902982,
LUX,PPP,TOT,NATUSD,A,2010,0.924811,
LUX,PPP,TOT,NATUSD,A,2011,0.905099,
LUX,PPP,TOT,NATUSD,A,2012,0.90679,
LUX,PPP,TOT,NATUSD,A,2013,0.895254,
LUX,PPP,TOT,NATUSD,A,2014,0.884138,
LUX,PPP,TOT,NATUSD,A,2015,0.892245,
LUX,PPP,TOT,NATUSD,A,2016,0.88946,
MEX,PPP,TOT,NATUSD,A,1960,0.005534,
MEX,PPP,TOT,NATUSD,A,1961,0.005717,
MEX,PPP,TOT,NATUSD,A,1962,0.005762,
MEX,PPP,TOT,NATUSD,A,1963,0.005883,
MEX,PPP,TOT,NATUSD,A,1964,0.006167,
MEX,PPP,TOT,NATUSD,A,1965,0.006136,
MEX,PPP,TOT,NATUSD,A,1966,0.006207,
MEX,PPP,TOT,NATUSD,A,1967,0.006229,
MEX,PPP,TOT,NATUSD,A,1968,0.006132,
MEX,PPP,TOT,NATUSD,A,1969,0.006092,
MEX,PPP,TOT,NATUSD,A,1970,0.006382,
MEX,PPP,TOT,NATUSD,A,1971,0.006431,
MEX,PPP,TOT,NATUSD,A,1972,0.006548,
MEX,PPP,TOT,NATUSD,A,1973,0.007008,
MEX,PPP,TOT,NATUSD,A,1974,0.007892,
MEX,PPP,TOT,NATUSD,A,1975,0.008362,
MEX,PPP,TOT,NATUSD,A,1976,0.009478,
MEX,PPP,TOT,NATUSD,A,1977,0.011637,
MEX,PPP,TOT,NATUSD,A,1978,0.012696,
MEX,PPP,TOT,NATUSD,A,1979,0.0141,
MEX,PPP,TOT,NATUSD,A,1980,0.016646,
MEX,PPP,TOT,NATUSD,A,1981,0.019183,
MEX,PPP,TOT,NATUSD,A,1982,0.029086,
MEX,PPP,TOT,NATUSD,A,1983,0.053352,
MEX,PPP,TOT,NATUSD,A,1984,0.081981,
MEX,PPP,TOT,NATUSD,A,1985,0.124297,
MEX,PPP,TOT,NATUSD,A,1986,0.211533,
MEX,PPP,TOT,NATUSD,A,1987,0.494345,
MEX,PPP,TOT,NATUSD,A,1988,0.95284,
MEX,PPP,TOT,NATUSD,A,1989,1.160492,
MEX,PPP,TOT,NATUSD,A,1990,1.433902,
MEX,PPP,TOT,NATUSD,A,1991,1.710363,
MEX,PPP,TOT,NATUSD,A,1992,1.913231,
MEX,PPP,TOT,NATUSD,A,1993,2.04617,
MEX,PPP,TOT,NATUSD,A,1994,2.169261,
MEX,PPP,TOT,NATUSD,A,1995,2.929328,
MEX,PPP,TOT,NATUSD,A,1996,3.761273,
MEX,PPP,TOT,NATUSD,A,1997,4.353031,
MEX,PPP,TOT,NATUSD,A,1998,4.968134,
MEX,PPP,TOT,NATUSD,A,1999,5.63367,
MEX,PPP,TOT,NATUSD,A,2000,6.093605,
MEX,PPP,TOT,NATUSD,A,2001,6.304871,
MEX,PPP,TOT,NATUSD,A,2002,6.553697,
MEX,PPP,TOT,NATUSD,A,2003,6.799627,
MEX,PPP,TOT,NATUSD,A,2004,7.170685,
MEX,PPP,TOT,NATUSD,A,2005,7.126862,
MEX,PPP,TOT,NATUSD,A,2006,7.186154,
MEX,PPP,TOT,NATUSD,A,2007,7.347535,
MEX,PPP,TOT,NATUSD,A,2008,7.469532,
MEX,PPP,TOT,NATUSD,A,2009,7.429925,
MEX,PPP,TOT,NATUSD,A,2010,7.667777,
MEX,PPP,TOT,NATUSD,A,2011,7.673013,
MEX,PPP,TOT,NATUSD,A,2012,7.858708,
MEX,PPP,TOT,NATUSD,A,2013,7.884359,
MEX,PPP,TOT,NATUSD,A,2014,8.045318,
MEX,PPP,TOT,NATUSD,A,2015,8.5411,
MEX,PPP,TOT,NATUSD,A,2016,8.868705,
NLD,PPP,TOT,NATUSD,A,1960,0.871991,
NLD,PPP,TOT,NATUSD,A,1961,0.909057,
NLD,PPP,TOT,NATUSD,A,1962,0.895446,
NLD,PPP,TOT,NATUSD,A,1963,0.923993,
NLD,PPP,TOT,NATUSD,A,1964,0.986486,
